batch_id,CollectorTankLevel,DifferentialPressure,DryerPressure,AgitatorPower,AgitatorTorque,AgitatorSpeed,JacketTemperatureSP,JacketTemperature,DryerTemperatureSP,DryerTemp,ClockTime
16,41.644,-1.45,24.252,88.455,31.998,25.08,60.814,84.16,85.878,30.495,42
16,41.204,-1.45,23.436,88.918,31.997,21.563,59.375,84.019,84.428,33.474,43
16,41.514,-1.45,23.725,88.772,31.997,19.462,59.833,83.748,84.876,36.452,44
16,41.357,-1.45,31.102,81.254,31.997,16.037,59.527,83.989,85.197,39.431,45
16,41.487,-1.45,28.826,79.552,31.996,19.593,59.227,83.995,85.427,42.218,46
16,41.526,-1.45,32.638,76.929,31.996,14.286,59.222,84.0,84.177,44.826,47
16,41.548,-1.45,29.996,80.985,31.996,19.34,59.18,84.006,84.554,46.872,48
16,41.569,-1.45,31.306,80.083,31.995,19.485,59.138,84.011,84.867,48.917,49
16,41.445,-1.45,31.348,80.552,31.995,15.508,59.097,84.016,85.107,50.963,50
16,41.231,-1.45,31.963,79.709,31.995,19.21,59.06,84.015,84.154,53.009,51
16,41.418,-1.45,32.137,79.698,31.994,15.775,59.053,84.014,84.383,54.952,52
16,41.579,-1.45,29.489,80.011,31.994,16.172,59.045,84.013,84.526,56.748,53
16,41.36,-1.45,30.981,80.822,31.994,18.327,59.038,84.012,84.61,58.518,54
16,41.242,-1.45,29.795,81.623,31.993,21.135,59.03,84.011,84.629,60.254,55
16,41.239,-1.45,28.563,83.805,31.993,18.759,59.023,84.01,84.567,61.991,56
16,41.539,-1.45,27.698,86.437,31.993,21.713,59.015,84.009,84.439,63.729,57
16,41.357,-1.45,29.038,83.805,31.992,18.391,59.008,84.007,84.259,65.467,58
16,41.264,-1.45,30.282,83.244,31.992,17.158,59.0,84.006,84.199,67.202,59
16,41.409,-1.45,30.211,84.524,31.992,18.604,58.992,84.005,84.243,68.922,60
16,41.31,-1.45,31.151,84.909,31.991,18.508,58.985,84.004,84.291,70.692,61
16,41.158,-1.45,31.238,89.057,31.991,22.28,58.977,84.003,84.201,72.424,62
16,41.198,-1.45,26.417,89.584,31.991,22.157,58.97,84.002,84.111,74.148,63
16,41.336,-1.45,29.134,88.25,31.99,23.816,58.962,84.001,84.087,75.957,64
16,41.164,-1.45,32.337,87.337,31.99,21.314,58.955,84.0,84.063,77.803,65
16,41.34,-1.45,31.014,91.915,31.99,23.272,58.947,83.998,84.038,79.649,66
16,44.531,-1.45,704.55,71.195,8.077,14.102,0.0,16.496,84.033,81.551,67
16,44.741,-1.45,802.47,70.587,8.01,13.096,0.0,16.433,84.032,82.374,68
16,44.734,-1.45,802.24,70.869,8.009,13.345,0.0,16.284,84.031,81.71,69
16,44.649,-1.45,802.02,71.18,8.009,14.18,0.0,15.752,84.03,80.221,70
16,44.444,-1.45,801.79,70.781,8.009,13.512,0.0,15.568,84.029,78.561,71
16,44.38,-1.45,801.56,70.313,8.009,12.91,0.0,15.386,84.028,76.667,72
16,44.452,-1.45,801.58,69.731,8.009,13.136,0.0,15.4,84.027,74.965,73
16,44.672,-1.45,801.72,69.149,8.009,12.38,0.0,15.413,84.026,73.31,74
16,44.455,-1.45,801.86,68.567,8.008,11.397,0.0,15.426,84.025,71.656,75
16,44.615,-1.45,802.0,67.985,8.008,11.186,0.0,15.439,84.024,70.002,76
16,44.714,-1.45,802.14,67.403,8.008,10.892,0.0,15.453,84.023,68.348,77
16,44.642,-1.45,802.28,66.697,8.008,10.578,0.0,15.466,84.022,66.86,78
16,44.628,-1.45,802.42,66.084,8.008,10.038,0.0,15.479,84.021,65.494,79
16,44.69,-1.45,802.56,65.854,8.008,9.677,0.0,15.492,84.02,64.198,80
16,44.502,-1.45,802.71,65.265,8.008,9.708,0.0,15.506,84.019,62.902,81
16,44.556,-1.45,802.85,64.836,8.007,9.432,0.0,15.519,84.018,61.611,82
16,44.678,-1.45,802.99,64.501,8.007,8.738,0.0,15.532,84.017,60.367,83
16,44.62,-1.45,803.42,64.166,8.007,9.25,0.0,15.545,84.016,59.135,84
16,44.284,-1.45,804.28,63.83,8.007,8.459,0.0,15.559,84.015,57.997,85
16,44.447,-1.45,805.04,63.613,8.007,8.168,0.0,15.572,84.014,56.903,86
16,44.369,-1.45,804.18,63.428,8.007,7.82,0.0,15.687,84.013,55.838,87
16,44.369,-1.45,802.99,63.186,8.006,8.091,0.0,16.035,84.012,54.773,88
16,44.369,-1.45,801.62,62.898,8.006,7.399,0.0,16.349,84.011,53.779,89
16,44.369,-1.45,801.15,62.775,8.006,8.0,0.0,16.174,84.01,52.915,90
16,44.369,-1.45,801.06,62.652,8.006,7.142,0.0,15.688,84.008,52.051,91
16,44.369,-1.45,800.98,62.529,8.006,7.492,0.0,15.201,84.007,51.289,92
16,44.369,-1.45,800.9,62.382,8.006,7.198,0.0,14.683,84.006,50.532,93
16,44.369,-1.45,800.81,62.227,8.005,6.588,0.0,14.194,84.005,49.775,94
16,44.369,-1.45,800.73,62.072,8.005,7.329,0.0,13.853,84.004,49.019,95
16,44.369,-1.45,800.65,62.641,47.732,5.861,0.0,13.736,84.003,48.765,96
16,44.369,-1.45,801.13,61.502,47.992,4.72,0.0,13.56,84.002,47.916,97
16,44.369,-1.45,800.65,61.368,47.998,4.195,0.0,13.477,84.001,46.278,98
16,44.369,-1.45,800.16,61.234,48.003,3.853,0.0,13.394,84.0,44.833,99
16,44.369,-1.45,770.98,61.161,47.997,3.826,0.0,13.39,84.0,43.896,100
16,44.369,-1.45,799.77,61.019,48.003,3.849,0.0,13.279,84.0,42.86,101
16,44.369,-1.45,799.91,60.876,48.01,3.634,0.0,13.211,84.0,41.824,102
16,44.369,-1.45,793.72,60.734,48.016,3.314,0.0,13.199,84.0,40.788,103
16,44.369,-1.45,801.15,60.702,48.022,3.075,0.0,13.186,84.0,39.49,104
16,44.369,-1.45,799.51,60.655,48.001,3.366,0.0,13.175,84.0,37.883,105
16,44.369,-1.45,796.67,60.552,48.013,3.152,0.0,13.417,84.0,36.209,106
16,44.369,-1.45,789.31,60.521,48.0,2.801,0.0,13.626,84.0,34.355,107
16,44.369,-1.45,799.16,60.508,48.022,2.785,0.0,13.798,84.0,32.451,108
16,44.369,-1.45,790.9,60.161,47.995,2.316,0.0,13.794,84.0,29.17,109
16,44.369,-1.45,798.77,60.094,47.995,1.988,0.0,13.955,84.0,27.613,110
16,44.369,-1.45,777.72,29.678,-0.25,-0.065,0.0,14.334,84.0,26.083,111
17,0.0,-1.45,31.489,159.21,8.005,46.602,100.0,50.642,85.26,13.464,0
17,0.076,-1.45,32.38,153.74,8.006,40.822,100.0,69.698,84.777,15.992,1
17,0.638,-1.45,33.563,152.38,8.006,49.279,94.847,86.601,85.468,18.449,2
17,1.289,-1.45,34.976,151.13,8.006,53.213,62.046,86.149,84.591,20.237,3
17,2.411,-1.45,36.389,150.29,8.006,45.961,60.066,83.148,84.762,21.426,4
17,3.671,-1.45,37.618,147.2,8.006,42.246,71.557,83.1,86.053,22.263,5
17,5.054,-1.45,38.309,146.73,8.006,48.74,71.646,84.446,85.752,22.88,6
17,6.516,-1.45,39.0,144.91,8.006,46.726,66.442,84.355,85.449,23.398,7
17,8.027,-1.45,39.254,146.3,8.006,46.729,65.055,83.981,85.311,23.751,8
17,9.642,-1.45,39.155,144.47,8.006,46.849,66.886,83.911,85.228,24.104,9
17,11.215,-1.45,39.056,143.66,8.006,41.375,67.59,84.014,85.144,24.393,10
17,12.858,-1.45,38.957,142.23,8.007,42.252,66.7,84.023,85.061,24.563,11
17,14.539,-1.45,38.858,142.63,8.007,47.652,65.665,84.023,84.977,24.733,12
17,16.158,-1.45,38.759,140.01,8.007,42.768,65.706,84.023,84.894,24.861,13
17,17.621,-1.45,38.66,138.9,8.007,47.015,66.003,84.023,84.81,24.965,14
17,19.395,-1.45,38.561,138.96,8.007,36.689,65.843,84.023,84.727,25.045,15
17,21.097,-1.45,38.462,137.78,8.007,37.13,65.47,84.024,84.643,25.125,16
17,22.436,-1.45,38.363,135.33,8.007,40.25,65.163,84.024,84.561,25.152,17
17,24.006,-1.45,38.264,133.57,8.007,41.623,64.932,84.024,84.552,25.16,18
17,25.416,-1.45,38.166,133.82,8.007,45.712,64.817,84.024,84.544,25.168,19
17,27.196,-1.45,38.067,132.01,8.007,40.492,64.701,84.024,84.536,25.176,20
17,28.558,-1.45,37.968,132.3,8.007,32.023,64.401,84.025,84.528,25.184,21
17,29.932,-1.45,37.869,131.11,8.008,40.368,64.099,84.025,84.52,25.193,22
17,31.383,-1.45,37.77,131.03,8.008,37.859,63.829,84.025,84.512,25.201,23
17,32.856,-1.45,37.566,127.75,8.008,33.925,63.72,84.025,84.503,25.209,24
17,34.185,-1.45,37.262,127.04,8.008,34.826,63.493,84.025,84.495,25.217,25
17,35.404,-1.45,36.959,125.85,8.008,34.253,63.147,84.025,84.487,25.225,26
17,36.594,-1.45,36.655,125.67,8.008,35.432,62.839,84.026,84.479,25.233,27
17,37.368,-1.45,36.351,123.5,8.008,34.417,62.585,84.026,84.471,25.241,28
17,38.793,-1.45,36.047,121.71,8.008,34.878,62.332,84.026,84.462,25.25,29
17,39.664,-1.45,35.716,120.93,8.008,37.954,62.079,84.026,84.454,25.258,30
17,40.775,-1.45,34.953,118.77,8.008,37.217,61.825,84.026,84.446,25.266,31
17,41.826,-1.45,34.19,118.25,8.008,28.829,61.518,84.027,84.438,25.274,32
17,42.809,-1.45,33.427,117.86,8.009,27.514,60.972,84.027,84.43,25.282,33
17,43.665,-1.45,32.664,115.86,8.009,28.849,60.596,84.027,84.421,25.29,34
17,44.149,-1.45,31.901,113.62,8.009,27.825,60.139,84.027,84.413,25.298,35
17,45.121,-1.45,31.137,112.3,8.009,28.883,60.005,84.027,84.405,25.307,36
17,45.612,-1.45,30.374,110.12,8.009,31.277,60.052,84.028,84.397,25.315,37
17,46.218,-1.45,29.611,108.43,8.009,26.18,59.742,84.028,84.389,25.524,38
17,46.493,-1.45,28.848,107.27,8.009,27.048,59.653,84.028,84.284,25.794,39
17,47.227,-1.45,28.085,104.86,8.009,32.743,59.471,84.028,84.106,26.102,40
17,47.478,-1.45,27.322,102.99,8.009,25.351,59.309,84.028,86.21,26.48,41
17,47.798,-1.45,26.558,99.775,8.009,30.081,59.337,84.028,86.004,26.859,42
17,48.21,-1.45,25.795,94.521,8.009,28.783,59.366,84.029,85.799,27.237,43
17,48.329,-1.45,25.032,91.708,8.01,19.65,59.394,84.029,85.593,27.706,44
17,48.1,-1.45,24.269,85.0,8.01,20.042,59.423,84.029,85.205,28.389,45
17,48.141,-1.45,24.926,85.375,31.946,23.026,59.452,84.029,84.701,29.581,46
17,48.273,-1.45,27.617,79.578,32.02,19.329,59.424,84.029,85.47,32.192,47
17,48.275,-1.45,32.501,71.521,32.019,11.784,59.377,84.03,85.214,35.022,48
17,48.193,-1.45,27.046,78.842,32.018,16.194,59.331,84.03,84.736,37.478,49
17,48.009,-1.45,30.125,72.108,32.017,13.382,59.268,84.03,85.341,39.714,50
17,48.044,-1.45,31.499,76.685,32.016,13.688,59.202,84.03,84.281,41.805,51
17,47.88,-1.45,27.099,77.093,32.015,17.849,59.142,84.027,84.837,43.874,52
17,47.882,-1.45,31.006,74.768,32.014,12.724,59.104,84.022,85.315,45.944,53
17,47.809,-1.45,27.029,80.099,32.012,19.789,59.066,84.017,84.321,47.863,54
17,47.88,-1.45,31.767,73.884,32.011,12.291,59.027,84.013,84.737,49.778,55
17,47.951,-1.45,30.788,79.795,32.01,14.918,58.989,84.008,85.061,51.614,56
17,47.79,-1.45,27.874,79.326,32.009,15.907,58.951,84.003,84.179,53.378,57
17,48.019,-1.45,34.284,77.526,32.008,18.233,58.946,83.999,84.453,55.11,58
17,47.645,-1.45,28.181,84.896,32.007,22.081,58.942,83.994,84.627,56.839,59
17,48.016,-1.45,27.312,81.939,32.006,21.57,58.938,83.989,84.714,58.566,60
17,47.902,-1.45,32.885,78.802,32.005,14.687,58.934,83.985,84.737,60.292,61
17,47.97,-1.45,31.12,85.303,32.003,19.316,58.93,83.98,84.652,62.019,62
17,47.781,-1.45,25.957,86.887,32.002,21.0,58.926,83.975,84.537,63.746,63
17,47.737,-1.45,31.157,82.876,32.001,19.865,58.922,83.971,84.33,65.512,64
17,47.847,-1.45,32.561,87.479,32.0,23.075,58.918,83.966,84.071,67.288,65
17,47.941,-1.45,26.599,90.571,31.999,23.664,58.913,83.961,84.26,69.082,66
17,47.91,-1.45,30.225,86.186,31.998,20.259,58.909,83.957,84.263,70.903,67
17,47.615,-1.45,32.269,90.128,31.997,24.453,58.905,83.952,84.234,72.724,68
17,47.877,-1.45,26.393,93.147,31.996,23.145,58.901,83.948,84.152,74.545,69
17,47.857,-1.45,31.961,88.613,31.994,22.082,58.897,83.943,84.149,76.49,70
17,48.002,-1.45,32.41,92.843,31.967,24.363,58.893,83.938,84.146,78.372,71
17,47.848,-1.45,56.626,91.534,18.224,28.115,20.639,50.351,84.144,80.242,72
17,49.15,-1.45,381.2,70.355,8.032,12.275,0.0,14.648,84.141,81.666,73
17,50.144,-1.45,668.76,69.765,8.03,13.149,0.0,14.722,84.138,81.977,74
17,50.781,-1.45,792.68,70.8,8.029,12.705,0.0,14.753,84.135,81.427,75
17,50.453,-1.45,792.58,71.53,8.028,13.739,0.0,14.785,84.132,79.923,76
17,50.621,-1.45,792.49,71.356,8.027,13.105,0.0,14.817,84.129,78.178,77
17,50.638,-1.45,792.4,70.998,8.026,13.358,0.0,14.848,84.126,76.475,78
17,50.544,-1.45,792.31,70.709,8.025,13.019,0.0,14.89,84.123,74.781,79
17,50.54,-1.45,792.22,70.322,8.024,12.686,0.0,15.155,84.12,73.089,80
17,50.53,-1.45,792.13,69.404,8.023,12.972,0.0,15.363,84.117,71.398,81
17,50.426,-1.45,792.03,68.946,8.021,12.148,0.0,15.394,84.114,69.85,82
17,50.345,-1.45,791.94,68.267,8.02,11.3,0.0,15.425,84.111,68.439,83
17,50.415,-1.45,791.85,67.799,8.019,11.718,0.0,15.385,84.108,67.028,84
17,50.326,-1.45,791.76,67.278,8.018,11.359,0.0,15.344,84.105,65.742,85
17,50.348,-1.45,791.66,66.792,8.017,10.567,0.0,15.304,84.102,64.605,86
17,50.587,-1.45,791.57,66.385,8.016,10.549,0.0,15.263,84.099,63.488,87
17,50.596,-1.45,791.48,65.677,8.015,9.304,0.0,15.222,84.096,62.258,88
17,50.375,-1.45,791.39,65.345,8.014,9.792,0.0,15.182,84.093,61.021,89
17,50.333,-1.45,791.3,65.013,8.013,9.215,0.0,15.24,84.09,59.797,90
17,50.526,-1.45,791.21,64.681,8.011,9.423,0.0,15.315,84.087,58.58,91
17,50.326,-1.45,791.11,64.349,8.01,8.789,0.0,15.392,84.084,57.495,92
17,50.407,-1.45,791.02,64.017,8.009,8.346,0.0,15.474,84.081,56.411,93
17,50.332,-1.45,790.94,63.685,8.008,8.322,0.0,15.556,84.078,55.327,94
17,50.332,-1.45,791.04,63.353,8.007,8.44,0.0,15.567,84.075,54.367,95
17,50.332,-1.45,791.14,63.125,8.006,7.875,0.0,15.57,84.073,53.45,96
17,50.332,-1.45,791.25,62.946,8.005,8.146,0.0,15.572,84.07,52.533,97
17,50.332,-1.45,791.35,62.747,8.004,7.407,0.0,15.575,84.067,51.623,98
17,50.332,-1.45,791.45,62.54,8.002,7.315,0.0,15.577,84.064,50.731,99
17,50.332,-1.45,791.55,62.403,8.001,7.122,0.0,15.58,84.061,49.95,100
17,50.332,-1.45,791.65,62.284,8.0,7.029,0.0,15.582,84.058,49.178,101
17,50.332,-1.45,791.76,62.165,7.999,6.976,0.0,15.568,84.055,48.41,102
17,50.332,-1.45,791.86,62.047,7.998,6.896,0.0,15.504,84.052,47.644,103
17,50.332,-1.45,791.96,61.93,7.997,6.673,0.0,15.44,84.049,46.905,104
17,50.332,-1.45,792.06,62.651,47.563,4.882,0.0,15.37,84.046,46.678,105
17,50.332,-1.45,792.17,60.853,47.983,3.806,0.0,15.289,84.043,46.075,106
17,50.332,-1.45,767.9,60.815,47.985,3.943,0.0,15.297,84.04,45.324,107
17,50.332,-1.45,791.27,60.777,47.986,3.878,0.0,15.701,84.037,44.445,108
17,50.332,-1.45,791.23,60.74,47.988,3.919,0.0,15.653,84.034,43.563,109
17,50.332,-1.45,791.43,60.702,47.99,3.857,0.0,15.57,84.031,42.763,110
17,50.332,-1.45,793.57,60.664,47.992,3.968,0.0,15.487,84.028,42.345,111
17,50.332,-1.45,792.52,60.627,47.994,3.533,0.0,15.404,84.025,41.931,112
17,50.332,-1.45,791.89,60.589,47.995,3.938,0.0,15.321,84.022,41.809,113
17,50.332,-1.45,784.27,60.551,47.997,3.065,0.0,15.238,84.019,41.439,114
17,50.332,-1.45,791.14,60.514,47.999,3.158,0.0,15.155,84.016,40.292,115
17,50.332,-1.45,791.07,60.476,48.001,3.235,0.0,15.072,84.013,38.911,116
17,50.332,-1.45,786.77,60.438,48.003,2.736,0.0,14.989,84.01,37.53,117
17,50.332,-1.45,790.44,60.401,48.004,2.468,0.0,14.906,84.007,36.149,118
17,50.332,-1.45,791.07,60.332,48.006,1.961,0.0,14.823,84.004,34.768,119
17,50.332,-1.45,776.76,60.24,48.008,1.746,0.0,14.893,84.002,32.971,120
17,50.332,-1.45,776.6,0.703,-0.254,-0.065,21.607,15.088,20.0,31.172,121
18,0.0,-1.45,48.366,129.01,8.031,36.337,99.993,30.129,72.779,14.291,0
18,0.013,-1.45,31.156,150.91,8.031,50.834,99.945,50.986,85.153,15.45,1
18,0.518,-1.45,32.107,145.4,8.03,47.41,99.897,69.12,85.309,17.051,2
18,0.982,-1.45,33.561,142.03,8.03,34.523,97.133,85.617,84.35,18.962,3
18,1.89,-1.45,35.238,137.65,8.03,44.483,63.242,86.457,86.195,20.401,4
18,3.196,-1.45,36.893,139.0,8.03,41.86,60.047,83.228,85.709,21.381,5
18,4.227,-1.45,37.515,136.82,8.029,32.209,71.001,83.098,85.394,22.238,6
18,5.697,-1.45,38.137,135.78,8.029,35.345,71.773,84.427,85.079,22.819,7
18,7.061,-1.45,38.746,135.26,8.029,38.904,66.283,84.447,84.763,23.233,8
18,8.463,-1.45,38.631,135.62,8.028,33.369,64.678,84.055,84.594,23.604,9
18,10.264,-1.45,38.516,133.88,8.028,42.507,66.567,83.803,84.474,23.895,10
18,11.831,-1.45,38.401,134.5,8.028,39.278,67.567,84.021,84.355,24.12,11
18,13.63,-1.45,38.286,130.33,8.027,29.675,66.398,84.021,84.235,24.344,12
18,15.056,-1.45,38.17,130.26,8.027,37.04,65.625,84.021,84.167,24.46,13
18,16.561,-1.45,38.055,130.34,8.027,34.571,65.858,84.021,84.122,24.559,14
18,18.146,-1.45,37.94,130.05,8.027,34.246,65.794,84.022,84.077,24.658,15
18,19.829,-1.45,37.825,127.37,8.026,36.679,65.566,84.022,84.032,24.716,16
18,21.336,-1.45,37.71,125.87,8.026,37.853,65.105,84.022,86.356,24.756,17
18,22.756,-1.45,37.594,127.76,8.026,37.885,64.826,84.022,86.365,24.796,18
18,24.535,-1.45,37.479,125.86,8.025,38.242,64.771,84.022,86.375,24.837,19
18,26.028,-1.45,37.364,124.11,8.025,35.572,64.701,84.022,86.385,24.836,20
18,27.12,-1.45,37.249,121.78,8.025,31.293,64.368,84.023,86.395,24.814,21
18,28.499,-1.45,37.134,121.92,8.025,36.951,64.214,84.023,86.405,24.791,22
18,30.026,-1.45,37.018,121.82,8.024,35.623,64.139,84.023,86.415,24.769,23
18,31.304,-1.45,36.903,120.09,8.024,34.271,64.031,84.023,86.425,24.747,24
18,32.665,-1.45,36.688,118.63,8.024,34.109,63.733,84.023,86.435,24.725,25
18,33.802,-1.45,36.448,119.91,8.023,33.141,63.45,84.023,86.445,24.703,26
18,34.958,-1.45,36.208,116.87,8.023,31.914,63.203,84.024,86.455,24.68,27
18,36.305,-1.45,35.969,116.39,8.023,34.631,62.903,84.024,86.465,24.658,28
18,37.31,-1.45,35.729,114.26,8.023,33.001,62.602,84.024,86.475,24.628,29
18,38.452,-1.45,35.49,112.46,8.022,31.56,62.302,84.024,86.484,24.597,30
18,39.122,-1.45,35.25,112.88,8.022,28.122,61.997,84.024,86.494,24.565,31
18,40.187,-1.45,35.008,112.7,8.022,35.387,61.65,84.024,86.504,24.534,32
18,41.068,-1.45,34.574,108.5,8.021,32.441,61.31,84.024,86.514,24.502,33
18,41.683,-1.45,34.139,107.06,8.021,25.654,60.97,84.025,86.524,24.471,34
18,42.56,-1.45,33.705,105.38,8.021,33.185,60.631,84.025,86.534,24.381,35
18,43.247,-1.45,33.271,104.37,8.021,30.298,60.291,84.025,86.563,24.259,36
18,43.732,-1.45,32.612,104.2,8.02,27.866,60.133,84.025,86.636,24.138,37
18,44.183,-1.45,31.727,101.45,8.02,23.118,60.055,84.025,86.71,24.019,38
18,44.695,-1.45,30.841,98.811,8.02,24.481,59.885,84.025,86.679,23.91,39
18,45.211,-1.45,29.955,96.652,8.019,24.583,59.274,84.026,86.637,23.893,40
18,45.16,-1.45,29.07,96.361,8.019,27.681,59.327,84.046,86.595,24.023,41
18,45.211,-1.45,28.184,92.269,8.019,21.688,59.441,84.092,86.552,24.26,42
18,45.317,-1.45,27.299,88.667,30.529,25.792,59.41,84.034,86.402,24.414,43
18,45.442,-1.45,26.384,86.297,31.981,18.207,60.33,84.029,86.107,25.261,44
18,45.209,-1.45,23.421,86.38,31.981,24.568,61.132,84.033,84.739,28.002,45
18,45.25,-1.45,23.264,86.638,31.981,24.89,59.946,84.037,85.324,31.103,46
18,45.26,-1.45,26.149,83.326,31.981,20.646,59.246,84.041,85.714,34.177,47
18,45.286,-1.45,27.788,84.299,31.981,19.923,59.296,84.045,84.203,37.149,48
18,45.032,-1.45,31.46,78.194,31.982,14.417,59.242,84.047,84.587,40.121,49
18,45.037,-1.45,24.546,84.301,31.982,20.96,59.187,84.043,84.97,42.681,50
18,45.407,-1.45,52.044,78.142,31.982,15.652,59.139,84.039,85.327,44.923,51
18,45.121,-1.45,24.961,88.178,31.982,20.621,59.097,84.034,84.241,47.098,52
18,45.045,-1.45,27.632,79.663,31.982,19.821,59.056,84.03,84.566,49.238,53
18,45.329,-1.45,33.208,75.51,31.982,13.385,59.015,84.026,84.796,51.253,54
18,45.073,-1.45,34.44,79.653,31.983,20.292,58.973,84.021,84.94,53.267,55
18,44.918,-1.45,27.66,85.47,31.983,18.655,59.278,84.017,84.414,55.282,56
18,44.984,-1.45,25.82,86.273,31.983,20.774,58.983,84.011,84.079,57.275,57
18,45.054,-1.45,26.634,82.983,31.983,18.7,58.991,84.005,84.104,59.146,58
18,45.088,-1.45,31.393,79.51,31.983,20.068,59.046,83.998,84.399,61.018,59
18,45.095,-1.45,34.721,81.449,31.984,20.051,59.068,83.992,84.672,62.89,60
18,45.223,-1.45,24.877,89.242,31.984,22.543,59.271,83.998,84.491,64.764,61
18,45.163,-1.45,24.638,86.272,31.984,20.887,58.928,84.011,84.181,66.654,62
18,45.06,-1.45,32.478,82.414,31.984,21.507,58.913,84.008,84.333,68.55,63
18,45.034,-1.45,35.987,84.543,31.984,18.746,58.897,84.006,84.346,70.453,64
18,45.008,-1.45,31.178,89.615,31.984,21.438,58.882,84.004,84.243,72.314,65
18,44.982,-1.45,26.46,92.312,31.985,26.574,58.842,83.993,84.16,74.165,66
18,44.955,-1.45,29.535,87.837,31.985,23.712,58.868,83.981,84.157,76.114,67
18,44.922,-1.45,32.615,86.793,31.985,21.813,58.893,83.969,84.153,78.064,68
18,45.212,-1.45,31.093,91.913,31.985,25.896,58.919,83.957,84.15,80.014,69
18,48.069,-1.45,776.71,68.812,8.014,11.622,0.0,17.739,84.147,82.001,70
18,48.206,-1.45,794.34,69.51,8.014,12.15,0.0,17.661,84.143,82.752,71
18,48.128,-1.45,794.28,70.517,8.014,13.464,0.0,17.582,84.14,81.804,72
18,47.962,-1.45,794.22,70.948,8.014,13.643,0.0,17.411,84.137,80.119,73
18,47.81,-1.45,794.16,71.09,8.013,12.883,0.0,17.29,84.133,78.263,74
18,47.995,-1.45,794.1,70.872,8.013,13.393,0.0,17.155,84.13,76.318,75
18,47.854,-1.45,794.04,70.614,8.013,13.145,0.0,17.026,84.127,74.582,76
18,48.185,-1.45,793.98,70.333,8.013,13.142,0.0,17.045,84.124,72.76,77
18,48.046,-1.45,793.92,70.023,8.013,13.163,0.0,17.064,84.12,70.879,78
18,48.121,-1.45,793.86,69.878,8.013,12.326,0.0,17.469,84.117,69.297,79
18,47.886,-1.45,793.8,69.294,8.012,12.386,0.0,17.352,84.114,67.896,80
18,48.084,-1.45,793.74,68.939,8.012,10.696,0.0,17.248,84.11,66.717,81
18,47.843,-1.45,793.67,68.431,8.012,11.562,0.0,17.144,84.107,65.585,82
18,47.866,-1.45,793.61,67.802,8.012,11.043,0.0,17.052,84.104,64.624,83
18,48.152,-1.45,793.55,67.207,8.012,11.156,0.0,17.008,84.1,63.868,84
18,47.932,-1.45,793.49,66.839,8.011,10.16,0.0,16.965,84.097,62.98,85
18,47.861,-1.45,793.43,66.517,8.011,10.42,0.0,16.922,84.094,62.092,86
18,48.12,-1.45,793.37,66.214,8.011,10.298,0.0,16.868,84.09,61.143,87
18,48.035,-1.45,793.31,65.875,8.011,9.282,0.0,16.813,84.087,60.047,88
18,47.78,-1.45,793.34,65.176,8.011,9.855,0.0,16.758,84.084,58.954,89
18,47.842,-1.45,793.58,64.948,8.011,8.994,0.0,16.638,84.08,57.94,90
18,47.924,-1.45,793.81,64.425,8.01,9.544,0.0,16.495,84.077,56.926,91
18,47.891,-1.45,794.05,64.02,8.01,8.64,0.0,16.536,84.074,55.912,92
18,47.891,-1.45,794.28,63.864,8.01,8.668,0.0,16.585,84.071,54.898,93
18,47.891,-1.45,794.52,63.65,8.01,8.227,0.0,16.635,84.067,53.998,94
18,47.891,-1.45,794.39,63.381,8.01,8.455,0.0,17.119,84.064,53.189,95
18,47.891,-1.45,794.14,62.062,47.88,6.01,0.0,17.343,84.061,52.551,96
18,47.891,-1.45,793.89,61.371,47.991,5.501,0.0,17.307,84.057,51.311,97
18,47.891,-1.45,786.5,60.938,48.003,5.16,0.0,17.271,84.054,50.221,98
18,47.891,-1.45,793.89,60.785,48.002,4.369,0.0,17.236,84.051,49.047,99
18,47.891,-1.45,793.83,60.735,48.0,3.846,0.0,17.2,84.047,48.032,100
18,47.891,-1.45,794.05,60.685,47.998,3.814,0.0,17.158,84.044,47.409,101
18,47.891,-1.45,794.16,60.634,47.997,3.988,0.0,17.113,84.041,46.944,102
18,47.891,-1.45,794.26,60.584,47.995,3.915,0.0,17.068,84.037,46.21,103
18,47.891,-1.45,794.37,60.534,47.994,3.865,0.0,17.02,84.034,45.282,104
18,47.891,-1.45,793.79,60.484,47.992,3.379,0.0,16.914,84.031,44.081,105
18,47.891,-1.45,793.68,60.433,47.991,3.531,0.0,16.821,84.027,42.715,106
18,47.891,-1.45,793.58,60.383,47.989,3.257,0.0,16.751,84.024,41.278,107
18,47.891,-1.45,791.99,60.322,47.987,2.785,0.0,16.689,84.021,39.842,108
18,47.891,-1.45,792.96,60.252,47.986,2.703,0.0,16.636,84.018,38.405,109
18,47.891,-1.45,792.92,60.183,47.984,2.916,0.0,16.582,84.014,36.866,110
18,47.891,-1.45,793.21,60.113,47.983,2.738,0.0,16.48,84.011,35.299,111
18,47.891,-1.45,794.02,60.044,47.981,2.471,0.0,16.368,84.008,33.733,112
18,47.891,-1.45,795.24,59.974,47.98,2.331,0.0,16.276,84.004,32.166,113
18,47.891,-1.45,777.98,59.966,47.978,2.08,0.0,16.184,84.001,30.599,114
18,47.891,-1.45,778.81,0.534,-0.25,-0.056,25.963,16.346,20.0,29.338,115
